Date,Exercise,Category,Weight,Weight Unit,Reps,Distance,Distance Unit,Time,Comment
2024-01-03,Incline Seal Row,Back,75.0,kgs,10,,,,""
2024-01-03,Incline Seal Row,Back,75.0,kgs,9,,,,""
2024-01-03,Dual Handle Pullover,Back,12.0,kgs,14,,,,""
2024-01-03,BTN Decline Crunch,Abs,87.8,kgs,20,,,,""
2024-01-03,BTN Decline Crunch,Abs,90.3,kgs,7,,,,""
2024-01-03,Dual Handle Pullover,Back,12.0,kgs,12,,,,""
2024-01-03,Dual Handle Pullover,Back,12.0,kgs,12,,,,""
2024-01-03,BTN Decline Crunch,Abs,90.3,kgs,7,,,,""
2024-01-03,BTN Decline Crunch,Abs,90.3,kgs,7,,,,""
2024-01-03,Dual Handle Pullover,Back,12.0,kgs,8,,,,""
2024-01-03,Dumbbell Concentration Curl,Biceps,12.5,kgs,10,,,,""
2024-01-03,EZ-Bar Curl,Biceps,20.0,kgs,8,,,,""
2024-01-03,EZ-Bar Curl,Biceps,25.0,kgs,8,,,,""
2024-01-03,EZ-Bar Curl,Biceps,25.0,kgs,9,,,,""
2024-01-04,Chest Press,Chest,120.0,kgs,8,,,,""
2024-01-04,Chest Press,Chest,120.0,kgs,7,,,,""
2024-01-04,Chest Press,Chest,100.0,kgs,8,,,,""
2024-01-04,Chest Press,Chest,100.0,kgs,4,,,,""
2024-01-04,Chest Press,Chest,100.0,kgs,4,,,,""
2024-01-04,Cable Fly,Chest,4.0,kgs,12,,,,""
2024-01-04,Cable Fly,Chest,4.0,kgs,12,,,,""
2024-01-04,DB Latereal Raises,Side Delts,20.0,kgs,12,,,,""
2024-01-04,DB Latereal Raises,Side Delts,17.5,kgs,3,,,,""
2024-01-04,DB Latereal Raises,Side Delts,12.5,kgs,8,,,,""
2024-01-04,Dual Handle Pulldowns,Triceps,13.0,kgs,10,,,,""
2024-01-04,DB Latereal Raises,Side Delts,20.0,kgs,8,,,,""
2024-01-04,DB Latereal Raises,Side Delts,17.5,kgs,8,,,,""
2024-01-04,DB Latereal Raises,Side Delts,12.5,kgs,8,,,,""
2024-01-04,Dual Handle Pulldowns,Triceps,14.0,kgs,10,,,,""
2024-01-04,Dual Handle Pulldowns,Triceps,15.0,kgs,10,,,,""
2024-01-04,Cable RDF,Rear Delts,6.0,kgs,8,,,,""
2024-01-04,Kettlebell Skullcrusher,Triceps,20.0,kgs,20,,,,""
2024-01-04,Kettlebell Skullcrusher,Triceps,20.0,kgs,15,,,,""
2024-01-04,Cable RDF,Rear Delts,6.0,kgs,8,,,,""
2024-01-07,Smith Machine Row,Back,50.0,kgs,8,,,,""
2024-01-07,Smith Machine Row,Back,60.0,kgs,8,,,,""
2024-01-07,Smith Machine Row,Back,70.0,kgs,8,,,,""
2024-01-07,Smith Machine Row,Back,80.0,kgs,8,,,,""
2024-01-07,Smith Machine Row,Back,70.0,kgs,2,,,,""
2024-01-07,Smith Machine Row,Back,60.0,kgs,3,,,,""
2024-01-07,Smith Machine Row,Back,50.0,kgs,4,,,,""
2024-01-07,Smith Machine Row,Back,40.0,kgs,2,,,,""
2024-01-07,Purple Chin,Back,87.5,kgs,11,,,,""
2024-01-07,Purple Chin,Back,87.5,kgs,9,,,,""
2024-01-07,Meadows Row,Back,50.0,kgs,8,,,,""
2024-01-07,Meadows Row,Back,50.0,kgs,8,,,,""
2024-01-07,Cable Curl,Biceps,6.0,kgs,21,,,,""
2024-01-07,Cable Curl,Biceps,8.0,kgs,21,,,,""
2024-01-07,BTN Decline Crunch,Abs,90.0,kgs,12,,,,""
2024-01-07,Cable Curl,Biceps,8.0,kgs,21,,,,""
2024-01-07,BTN Decline Crunch,Abs,90.0,kgs,10,,,,""
2024-01-07,Seated Incline Dumbbell Curl,Biceps,15.0,kgs,12,,,,""
2024-01-07,BTN Decline Crunch,Abs,90.0,kgs,10,,,,""
2024-01-07,BTN Decline Crunch,Abs,90.0,kgs,8,,,,""
2024-01-08,Incline Chest Press,Chest,120.0,kgs,8,,,,""
2024-01-08,Incline Chest Press,Chest,120.0,kgs,5,,,,""
2024-01-08,Incline Chest Press,Chest,100.0,kgs,4,,,,""
2024-01-08,Incline Barbell Bench Press,Chest,80.0,kgs,6,,,,""
2024-01-08,Incline Barbell Bench Press,Chest,80.0,kgs,4,,,,""
2024-01-08,Cable Fly,Chest,4.0,kgs,10,,,,""
2024-01-08,Cable Fly,Chest,4.0,kgs,12,,,,""
2024-01-08,Cable Fly,Chest,4.0,kgs,12,,,,""
2024-01-08,Overhead Press,Front Delt,60.0,kgs,1,,,,""
2024-01-08,Machine Shoulder Press,Front Delt,90.0,kgs,6,,,,""
2024-01-08,Cable Lateral Raise,Side Delts,4.0,kgs,17,,,,""
2024-01-08,Machine Shoulder Press,Front Delt,92.5,kgs,5,,,,""
2024-01-08,Cable Lateral Raise,Side Delts,4.0,kgs,16,,,,""
2024-01-08,Dual Handle Pulldowns,Triceps,15.0,kgs,9,,,,""
2024-01-08,Dual Handle Pulldowns,Triceps,15.0,kgs,10,,,,""
2024-01-08,Dual Handle Extension,Triceps,6.0,kgs,15,,,,""
2024-01-08,Dual Handle Extension,Triceps,7.0,kgs,11,,,,""
2024-01-08,Dual Handle Extension,Triceps,7.0,kgs,7,,,,""
2024-01-10,Incline Seal Row,Back,75.0,kgs,10,,,,""
2024-01-10,Incline Seal Row,Back,75.0,kgs,10,,,,""
2024-01-10,Incline Seal Row,Back,70.0,kgs,2,,,,""
2024-01-10,Incline Seal Row,Back,60.0,kgs,8,,,,""
2024-01-10,Incline Seal Row,Back,50.0,kgs,7,,,,""
2024-01-10,CG Pulldown,Back,140.0,kgs,9,,,,""
2024-01-10,CG Pulldown,Back,140.0,kgs,8,,,,""
2024-01-10,Dual Handle Pullover,Back,12.0,kgs,15,,,,""
2024-01-10,Snatch Grip Shrugs,Traps,100.0,kgs,12,,,,""
2024-01-10,BTN Decline Crunch,Abs,90.0,kgs,12,,,,""
2024-01-10,Dual Handle Pullover,Back,12.0,kgs,15,,,,""
2024-01-10,Snatch Grip Shrugs,Traps,100.0,kgs,12,,,,""
2024-01-10,BTN Decline Crunch,Abs,90.0,kgs,12,,,,""
2024-01-10,Dual Handle Pullover,Back,12.0,kgs,11,,,,""
2024-01-10,Dumbbell Hammer Curl,Biceps,20.0,kgs,10,,,,""
2024-01-10,Dumbbell Hammer Curl,Biceps,20.0,kgs,10,,,,""
2024-01-10,Dumbbell Hammer Curl,Biceps,17.5,kgs,5,,,,""
2024-01-10,Dumbbell Hammer Curl,Biceps,15.0,kgs,3,,,,""
2024-01-10,Dumbbell Hammer Curl,Biceps,12.5,kgs,3,,,,""
2024-01-10,BTN Decline Crunch,Abs,90.0,kgs,12,,,,""
2024-01-10,Machine Preacher Curl,Biceps,40.0,kgs,8,,,,""
2024-01-10,Machine Preacher Curl,Biceps,40.0,kgs,7,,,,""
2024-01-12,Incline Chest Press,Chest,120.0,kgs,8,,,,""
2024-01-12,Incline Chest Press,Chest,120.0,kgs,5,,,,""
2024-01-12,Incline Chest Press,Chest,110.0,kgs,3,,,,""
2024-01-12,Incline Chest Press,Chest,100.0,kgs,5,,,,""
2024-01-12,Chest Press,Chest,120.0,kgs,7,,,,""
2024-01-12,Chest Press,Chest,120.0,kgs,4,,,,""
2024-01-12,DB Latereal Raises,Side Delts,20.0,kgs,10,,,,""
2024-01-12,Cable Fly,Chest,4.0,kgs,17,,,,""
2024-01-12,Cable Fly,Chest,4.0,kgs,16,,,,""
2024-01-12,DB Latereal Raises,Side Delts,20.0,kgs,10,,,,""
2024-01-12,DB Latereal Raises,Side Delts,17.5,kgs,6,,,,""
2024-01-12,DB Latereal Raises,Side Delts,15.0,kgs,5,,,,""
2024-01-12,DB Latereal Raises,Side Delts,12.5,kgs,10,,,,""
2024-01-12,Cable RDF,Rear Delts,6.0,kgs,5,,,,""
2024-01-12,Dual Handle Pulldowns,Triceps,15.0,kgs,8,,,,""
2024-01-12,Dual Handle Pulldowns,Triceps,11.0,kgs,15,,,,""
2024-01-12,Cable RDF,Rear Delts,6.0,kgs,7,,,,""
2024-01-12,Dual Handle Pulldowns,Triceps,11.0,kgs,15,,,,""
2024-01-12,Kettlebell Skullcrusher,Triceps,20.0,kgs,17,,,,""
2024-01-12,Kettlebell Skullcrusher,Triceps,20.0,kgs,12,,,,""
2024-01-15,Meadows Row,Back,55.0,kgs,8,,,,""
2024-01-15,Meadows Row,Back,35.0,kgs,8,,,,""
2024-01-15,Meadows Row,Back,25.0,kgs,8,,,,""
2024-01-15,CG Pulldown,Back,145.0,kgs,8,,,,""
2024-01-15,CG Pulldown,Back,145.0,kgs,8,,,,""
2024-01-15,CG Pulldown,Back,80.0,kgs,11,,,,""
2024-01-15,Snatch Grip Shrugs,Traps,100.0,kgs,10,,,,""
2024-01-15,Dual Handle Pullover,Back,13.0,kgs,11,,,,""
2024-01-15,BTN Decline Crunch,Abs,91.3,kgs,12,,,,""
2024-01-15,Snatch Grip Shrugs,Traps,100.0,kgs,10,,,,""
2024-01-15,Snatch Grip Shrugs,Traps,60.0,kgs,8,,,,""
2024-01-15,Dual Handle Pullover,Back,13.0,kgs,11,,,,""
2024-01-15,Cable Curl,Biceps,9.0,kgs,21,,,,""
2024-01-15,Cable Curl,Biceps,9.0,kgs,18,,,,""
2024-01-15,BTN Decline Crunch,Abs,91.3,kgs,12,,,,""
2024-01-15,Dumbbell Hammer Curl,Biceps,20.0,kgs,10,,,,""
2024-01-15,Dumbbell Hammer Curl,Biceps,17.5,kgs,4,,,,""
2024-01-15,Dumbbell Hammer Curl,Biceps,15.0,kgs,3,,,,""
2024-01-15,Dumbbell Hammer Curl,Biceps,12.5,kgs,6,,,,""
2024-01-15,BTN Decline Crunch,Abs,91.3,kgs,12,,,,""
2024-01-15,Machine Preacher Curl,Biceps,40.0,kgs,11,,,,""
2024-01-15,Machine Preacher Curl,Biceps,30.0,kgs,8,,,,""
2024-01-16,Incline Chest Press,Chest,120.0,kgs,8,,,,""
2024-01-16,Incline Chest Press,Chest,120.0,kgs,6,,,,""
2024-01-16,Incline Chest Press,Chest,100.0,kgs,2,,,,""
2024-01-16,Incline Chest Press,Chest,80.0,kgs,5,,,,""
2024-01-16,Incline Barbell Bench Press,Chest,80.0,kgs,6,,,,""
2024-01-20,Incline Seal Row,Back,80.0,kgs,8,,,,""
2024-01-20,Incline Seal Row,Back,70.0,kgs,4,,,,""
2024-01-20,Incline Seal Row,Back,50.0,kgs,8,,,,""
2024-01-20,Low Cable Row,Back,160.0,kgs,8,,,,""
2024-01-20,Low Cable Row,Back,160.0,kgs,8,,,,""
2024-01-20,WG Smith Shrugs,Traps,100.0,kgs,12,,,,""
2024-01-20,Dual Handle Pullover,Back,13.0,kgs,12,,,,""
2024-01-20,WG Smith Shrugs,Traps,100.0,kgs,15,,,,""
2024-01-20,WG Smith Shrugs,Traps,90.0,kgs,7,,,,""
2024-01-20,Dual Handle Pullover,Back,13.0,kgs,12,,,,""
2024-01-20,Dual Handle Pullover,Back,13.0,kgs,12,,,,""
2024-01-20,BTN Decline Crunch,Abs,91.3,kgs,12,,,,""
2024-01-20,EZ-Bar Curl,Biceps,30.0,kgs,8,,,,""
2024-01-20,EZ-Bar Curl,Biceps,32.5,kgs,8,,,,""
2024-01-20,EZ-Bar Curl,Biceps,32.5,kgs,5,,,,""
2024-01-20,BTN Decline Crunch,Abs,91.3,kgs,12,,,,""
2024-01-20,BTN Decline Crunch,Abs,91.3,kgs,12,,,,""
2024-01-20,Machine Preacher Curl,Biceps,40.0,kgs,15,,,,""
2024-01-20,Machine Preacher Curl,Biceps,25.0,kgs,4,,,,""
2024-01-20,Machine Preacher Curl,Biceps,15.0,kgs,12,,,,""
2024-01-21,Incline Chest Press,Chest,120.0,kgs,9,,,,""
2024-01-21,Incline Chest Press,Chest,120.0,kgs,6,,,,""
2024-01-21,Incline Chest Press,Chest,100.0,kgs,4,,,,""
2024-01-21,Incline Chest Press,Chest,80.0,kgs,3,,,,""
2024-01-21,Chest Press,Chest,120.0,kgs,5,,,,""
2024-01-21,Chest Press,Chest,100.0,kgs,7,,,,""
2024-01-21,Cable Fly,Chest,5.0,kgs,13,,,,""
2024-01-21,Single Arm Cable Lateral Raises,Side Delts,5.0,kgs,10,,,,""
2024-01-21,Dual Handle Pulldowns,Triceps,15.0,kgs,9,,,,""
2024-01-21,Single Arm Cable Lateral Raises,Side Delts,5.0,kgs,10,,,,""
2024-01-21,Dual Handle Pulldowns,Triceps,12.0,kgs,15,,,,""
2024-01-21,Dual Handle Extension,Triceps,7.0,kgs,11,,,,""
2024-01-21,Cable RDF,Rear Delts,5.0,kgs,12,,,,""
2024-01-21,Dual Handle Extension,Triceps,7.0,kgs,12,,,,""
2024-01-21,Cable RDF,Rear Delts,5.0,kgs,12,,,,""
2024-01-30,Meadows Row,Back,55.0,kgs,8,,,,""
2024-01-30,Meadows Row,Back,45.0,kgs,8,,,,""
2024-01-30,Meadows Row,Back,45.0,kgs,8,,,,""
2024-01-30,Meadows Row,Back,40.0,kgs,5,,,,""
2024-01-30,Meadows Row,Back,30.0,kgs,4,,,,""
2024-01-30,Pendlay Row,Back,70.0,kgs,8,,,,""
2024-01-30,Pendlay Row,Back,75.0,kgs,8,,,,""
2024-01-30,Pendlay Row,Back,80.0,kgs,6,,,,""
2024-01-30,One Arm Barbell Row,Back,30.0,kgs,8,,,,""
2024-01-30,BTN Decline Crunch,Abs,88.8,kgs,12,,,,""
2024-01-30,One Arm Barbell Row,Back,35.0,kgs,8,,,,""
2024-01-30,One Arm Barbell Row,Back,35.0,kgs,8,,,,""
2024-01-30,One Arm Barbell Row,Back,30.0,kgs,6,,,,""
2024-01-30,One Arm Barbell Row,Back,25.0,kgs,6,,,,""
2024-01-31,Incline Chest Press,Chest,100.0,kgs,8,,,,""
2024-01-31,Incline Chest Press,Chest,110.0,kgs,8,,,,""
2024-01-31,Incline Chest Press,Chest,120.0,kgs,4,,,,""
2024-01-31,Incline Chest Press,Chest,80.0,kgs,4,,,,""
2024-02-01,Barbell Squat,Legs,60.0,kgs,8,,,,""
2024-02-01,Barbell Squat,Legs,80.0,kgs,8,,,,""
2024-02-01,Single Leg Calf Press,Calves,140.0,kgs,23,,,,""
2024-02-01,Leg Press,Legs,140.0,kgs,17,,,,""
2024-02-01,Leg Press,Legs,140.0,kgs,7,,,,""
2024-02-01,Leg Press,Legs,140.0,kgs,5,,,,""
2024-02-04,Single Arm Pushdown,Triceps,4.0,kgs,10,,,,""
2024-02-04,Single Arm Pushdown,Triceps,4.0,kgs,10,,,,""
2024-02-04,Single Arm Pushdown,Triceps,4.0,kgs,10,,,,""
2024-02-04,Partial Dips,Chest,90.5,kgs,10,,,,""
2024-02-04,Bar Pushdown,Triceps,10.0,kgs,10,,,,""
2024-02-04,Bar Pushdown,Triceps,10.0,kgs,10,,,,""
2024-02-04,Bar Pushdown,Triceps,11.0,kgs,10,,,,""
2024-02-04,Cable Bar Overhead Extension,Triceps,10.0,kgs,10,,,,""
2024-02-04,Cable Bar Overhead Extension,Triceps,10.0,kgs,9,,,,""
2024-02-04,Cable Bar Overhead Extension,Triceps,10.0,kgs,6,,,,""
2024-02-04,Dumbbell Hammer Curl,Biceps,20.0,kgs,10,,,,""
2024-02-04,Dumbbell Hammer Curl,Biceps,20.0,kgs,10,,,,""
2024-02-04,Dumbbell Hammer Curl,Biceps,20.0,kgs,7,,,,""
2024-02-04,EZ-Bar Curl,Biceps,25.0,kgs,10,,,,""
2024-02-04,EZ-Bar Curl,Biceps,25.0,kgs,10,,,,""
2024-02-04,EZ-Bar Curl,Biceps,25.0,kgs,7,,,,""
2024-02-04,EZ-Bar Preacher Curl,Biceps,20.0,kgs,10,,,,""
2024-02-04,EZ-Bar Preacher Curl,Biceps,20.0,kgs,6,,,,""
2024-02-04,EZ-Bar Preacher Curl,Biceps,20.0,kgs,6,,,,""
2024-02-04,BTN Decline Crunch,Abs,90.0,kgs,12,,,,""
2024-02-04,Single Leg Calf Press,Calves,160.0,kgs,15,,,,""
2024-02-04,Single Leg Calf Press,Calves,160.0,kgs,15,,,,""
2024-02-04,BTN Decline Crunch,Abs,90.0,kgs,12,,,,""
2024-02-06,Incline Chest Press,Chest,100.0,kgs,12,,,,""
2024-02-06,Incline Chest Press,Chest,100.0,kgs,5,,,,""
2024-02-06,Incline Chest Press,Chest,100.0,kgs,3,,,,""
2024-02-06,CG Pulldown,Back,120.0,kgs,10,,,,""
2024-02-06,CG Pulldown,Back,120.0,kgs,10,,,,""
2024-02-06,CG Pulldown,Back,120.0,kgs,6,,,,""
2024-02-06,Chest Press,Chest,100.0,kgs,8,,,,""
2024-02-06,Chest Press,Chest,100.0,kgs,8,,,,""
2024-02-06,Chest Press,Chest,100.0,kgs,4,,,,""
2024-02-06,Low Cable Row,Back,130.0,kgs,8,,,,""
2024-02-06,Low Cable Row,Back,130.0,kgs,8,,,,""
2024-02-06,Low Cable Row,Back,130.0,kgs,8,,,,""
2024-02-06,Cable Fly,Chest,5.0,kgs,12,,,,""
2024-02-06,Cable Fly,Chest,5.0,kgs,12,,,,""
2024-02-06,Cable Fly,Chest,5.0,kgs,9,,,,""
2024-02-06,Green Chin Ups,Back,89.5,kgs,12,,,,""
2024-02-06,Green Chin Ups,Back,89.5,kgs,8,,,,""
2024-02-06,Green Chin Ups,Back,89.5,kgs,5,,,,""
2024-02-06,Cable Lateral Raise,Side Delts,3.0,kgs,15,,,,""
2024-02-06,Cable RDF,Rear Delts,4.0,kgs,15,,,,""
2024-02-06,Cable RDF,Rear Delts,4.0,kgs,15,,,,""
2024-02-06,Cable Lateral Raise,Side Delts,3.0,kgs,15,,,,""
2024-02-10,Meadows Row,Back,30.0,kgs,8,,,,""
2024-02-10,Meadows Row,Back,45.0,kgs,8,,,,""
2024-02-10,Meadows Row,Back,55.0,kgs,8,,,,""
2024-02-10,Meadows Row,Back,45.0,kgs,2,,,,""
2024-02-10,Meadows Row,Back,30.0,kgs,14,,,,""
2024-02-10,Pendlay Row,Back,70.0,kgs,8,,,,""
2024-02-10,Pendlay Row,Back,75.0,kgs,8,,,,""
2024-02-10,Pendlay Row,Back,80.0,kgs,8,,,,""
2024-02-10,One Arm Barbell Row,Back,30.0,kgs,8,,,,""
2024-02-10,One Arm Barbell Row,Back,35.0,kgs,8,,,,""
2024-02-10,One Arm Barbell Row,Back,35.0,kgs,8,,,,""
2024-02-10,One Arm Barbell Row,Back,25.0,kgs,6,,,,""
2024-02-10,One Arm Barbell Row,Back,15.0,kgs,6,,,,""
2024-02-10,BTN Decline Crunch,Abs,90.0,kgs,12,,,,""
2024-02-10,Cable Pullovers,Back,13.0,kgs,10,,,,""
2024-02-10,BTN Decline Crunch,Abs,90.0,kgs,12,,,,""
2024-02-10,Cable Pullovers,Back,13.0,kgs,6,,,,""
2024-02-10,Cable Pullovers,Back,13.0,kgs,8,,,,""
2024-02-12,EZ-Bar Preacher Curl,Biceps,20.0,kgs,10,,,,""
2024-02-12,EZ-Bar Preacher Curl,Biceps,25.0,kgs,5,,,,""
2024-02-12,Incline Chest Press,Chest,120.0,kgs,5,,,,""
2024-02-12,Overhead Press,Front Delt,60.0,kgs,5,,,,""
2024-02-13,Smith Jm Press,Triceps,20.0,kgs,8,,,,""
2024-02-13,Smith Jm Press,Triceps,25.0,kgs,8,,,,""
2024-02-13,Smith Jm Press,Triceps,30.0,kgs,8,,,,""
2024-02-13,Semi Supinated Pull Up,Back,105.0,kgs,4,,,,""
2024-02-13,Incline Seal Row,Back,90.0,kgs,3,,,,""
2024-02-13,Chin Up,Back,105.0,kgs,3,,,,""
2024-02-14,Barbell Squat,Legs,110.0,kgs,2,,,,""
2024-02-15,Chest Press,Chest,130.0,kgs,4,,,,""
2024-02-15,Chest Press,Chest,120.0,kgs,8,,,,""
2024-02-15,EZ-Bar Curl,Biceps,30.0,kgs,9,,,,""
2024-02-15,Machine Preacher Curl,Biceps,40.0,kgs,8,,,,""
2024-02-15,Cable Lateral Raise,Side Delts,5.0,kgs,8,,,,""
2024-02-15,Machine Shoulder Press,Front Delt,92.5,kgs,6,,,,""
2024-02-17,Smith Jm Press,Triceps,20.0,kgs,10,,,,""
2024-02-17,Smith Jm Press,Triceps,30.0,kgs,10,,,,""
2024-02-17,Smith Jm Press,Triceps,40.0,kgs,9,,,,""
2024-02-17,EZ French Press,Triceps,20.0,kgs,10,,,,""
2024-02-17,CG Pulldown,Back,150.0,kgs,5,,,,""
2024-02-17,Low Cable Row,Back,150.0,kgs,8,,,,""
2024-02-17,BTN Decline Crunch,Abs,92.5,kgs,10,,,,""
2024-02-17,WG Pull Ups,Back,88.7,kgs,9,,,,""
2024-02-18,Romanian Deadlift,Legs,130.0,kgs,6,,,,""
2024-02-19,Smith Jm Press,Triceps,40.0,kgs,15,,,,""
2024-02-19,Smith Jm Press,Triceps,0.0,kgs,0,,,,""
2024-02-19,Chin Up,Back,87.8,kgs,10,,,,""
2024-02-19,Chin Up,Back,87.8,kgs,9,,,,""
2024-02-19,Cable Lateral Raise,Side Delts,4.0,kgs,15,,,,""
2024-02-19,Cable Lateral Raise,Side Delts,4.0,kgs,14,,,,""
2024-02-19,BTN Decline Crunch,Abs,87.8,kgs,12,,,,""
2024-02-19,BTN Decline Crunch,Abs,87.8,kgs,12,,,,""
2024-02-19,Cable Lateral Raise,Side Delts,4.0,kgs,14,,,,""
2024-02-19,Bayes Curl,Biceps,4.0,kgs,15,,,,""
2024-02-19,Dips,Chest,102.8,kgs,8,,,,""
2024-02-19,Bayes Curl,Biceps,4.0,kgs,13,,,,""
2024-02-19,Cable Bar Overhead Extension,Triceps,10.0,kgs,10,,,,""
2024-02-19,Neck Extensions,Neck,10.0,kgs,25,,,,""
2024-02-19,Dips,Chest,102.8,kgs,5,,,,""
2024-02-19,Cable Hammer Curl,Forearms,4.0,kgs,10,,,,""
2024-02-21,Single Leg Calf Press,Calves,180.0,kgs,15,,,,""
2024-02-21,Romanian Deadlift,Legs,130.0,kgs,7,,,,""
2024-02-21,Single Leg Calf Press,Calves,180.0,kgs,11,,,,""
2024-02-21,Barbell Squat,Legs,100.0,kgs,6,,,,""
2024-02-21,Kneeling Cable Crunch,Abs,10.0,kgs,10,,,,""
2024-02-21,Kneeling Cable Crunch,Abs,11.0,kgs,10,,,,""
2024-02-21,Leg Extension Machine,Legs,40.0,kgs,11,,,,""
2024-02-23,Cable RDF,Rear Delts,4.0,kgs,18,,,,""
2024-02-23,Cable RDF,Rear Delts,4.0,kgs,14,,,,""
2024-02-23,Chest Press,Chest,125.0,kgs,8,,,,""
2024-02-23,Chest Press,Chest,125.0,kgs,5,,,,""
2024-02-23,CG Pulldown,Back,150.0,kgs,5,,,,""
2024-02-23,Cable Lateral Raise,Side Delts,4.0,kgs,15,,,,""
2024-02-23,Neck Curls,Neck,10.0,kgs,25,,,,""
2024-02-23,CG Pulldown,Back,150.0,kgs,8,,,,""
2024-02-23,Cable Lateral Raise,Side Delts,4.0,kgs,15,,,,""
2024-02-23,Neck Curls,Neck,10.0,kgs,25,,,,""
2024-02-23,Barbell Reverse Curl,Forearms,30.0,kgs,8,,,,""
2024-02-23,EZ French Press,Triceps,20.0,kgs,12,,,,""
2024-02-23,EZ French Press,Triceps,20.0,kgs,12,,,,""
2024-02-23,Barbell Reverse Curl,Forearms,30.0,kgs,8,,,,""
2024-02-25,Overhead Press,Front Delt,60.0,kgs,6,,,,""
2024-02-25,Overhead Press,Front Delt,50.0,kgs,8,,,,""
2024-02-25,Barbell Squat,Legs,100.0,kgs,3,,,,""
2024-02-25,Barbell Squat,Legs,100.0,kgs,3,,,,""
2024-02-25,Incline Seal Row,Back,85.0,kgs,5,,,,""
2024-02-25,Incline Seal Row,Back,85.0,kgs,5,,,,""
2024-02-25,Incline Seal Row,Back,85.0,kgs,5,,,,""
2024-02-25,Cable Bar Overhead Extension,Triceps,10.0,kgs,13,,,,""
2024-02-25,EZ-Bar Preacher Curl,Biceps,20.0,kgs,13,,,,""
2024-02-25,EZ-Bar Preacher Curl,Biceps,25.0,kgs,7,,,,""
2024-02-25,Cable Bar Overhead Extension,Triceps,10.0,kgs,12,,,,""
2024-02-25,Kneeling Cable Crunch,Abs,12.0,kgs,12,,,,""
2024-02-25,Neck Curls,Neck,15.0,kgs,25,,,,""
2024-02-25,Neck Curls,Neck,15.0,kgs,25,,,,""
2024-02-25,Neck Curls,Neck,15.0,kgs,25,,,,""
2024-02-25,Kneeling Cable Crunch,Abs,12.0,kgs,15,,,,""
2024-02-25,Kneeling Cable Crunch,Abs,12.0,kgs,14,,,,""
2024-02-27,Chin Up,Back,87.8,kgs,10,,,,""
2024-02-27,Smith Jm Press,Triceps,60.0,kgs,8,,,,""
2024-02-27,Chin Up,Back,107.8,kgs,2,,,,""
2024-02-27,Chin Up,Back,102.8,kgs,4,,,,""
2024-02-27,Smith Jm Press,Triceps,60.0,kgs,8,,,,""
2024-02-27,Bayes Curl,Biceps,4.0,kgs,15,,,,""
2024-02-27,Dips,Chest,102.8,kgs,8,,,,""
2024-02-27,Bayes Curl,Biceps,4.0,kgs,15,,,,""
2024-02-27,Dips,Chest,102.8,kgs,7,,,,""
2024-02-27,Cable Hammer Curl,Forearms,4.0,kgs,12,,,,""
2024-02-27,Cable Bar Overhead Extension,Triceps,10.0,kgs,15,,,,""
2024-02-27,Cable Hammer Curl,Forearms,4.0,kgs,9,,,,""
2024-02-27,Cable Bar Overhead Extension,Triceps,10.0,kgs,15,,,,""
2024-02-27,Neck Extensions,Neck,10.0,kgs,25,,,,""
2024-02-27,Neck Extensions,Neck,10.0,kgs,16,,,,""
2024-02-27,BTN Decline Crunch,Abs,87.8,kgs,12,,,,""
2024-02-27,BTN Decline Crunch,Abs,87.8,kgs,12,,,,""
2024-02-29,Single Leg Calf Press,Calves,190.0,kgs,13,,,,""
2024-02-29,Romanian Deadlift,Legs,130.0,kgs,8,,,,""
2024-02-29,Single Leg Calf Press,Calves,190.0,kgs,12,,,,""
2024-02-29,Single Leg Calf Press,Calves,190.0,kgs,11,,,,""
2024-02-29,Barbell Squat,Legs,100.0,kgs,6,,,,""
2024-02-29,Kneeling Cable Crunch,Abs,12.0,kgs,15,,,,""
2024-02-29,Leg Extension Machine,Legs,40.0,kgs,23,,,,""
2024-02-29,Kneeling Cable Crunch,Abs,13.0,kgs,12,,,,""
2024-02-29,Kneeling Cable Crunch,Abs,13.0,kgs,12,,,,""
2024-03-02,WG Pull Ups,Back,97.1,kgs,6,,,,""
2024-03-02,WG Pull Ups,Back,97.1,kgs,6,,,,""
2024-03-02,Chest Press,Chest,125.0,kgs,8,,,,""
2024-03-02,WG Pull Ups,Back,97.1,kgs,4,,,,""
2024-03-02,Chest Press,Chest,125.0,kgs,5,,,,""
2024-03-02,Cable RDF,Rear Delts,4.0,kgs,19,,,,""
2024-03-02,Chest Press,Chest,125.0,kgs,4,,,,""
2024-03-02,Neck Curls,Neck,15.0,kgs,25,,,,""
2024-03-02,Cable RDF,Rear Delts,5.0,kgs,10,,,,""
2024-03-02,Neck Curls,Neck,15.0,kgs,25,,,,""
2024-03-02,Machine Shoulder Press,Front Delt,92.5,kgs,7,,,,""
2024-03-02,Machine Shoulder Press,Front Delt,92.5,kgs,6,,,,""
2024-03-02,Barbell Reverse Curl,Forearms,30.0,kgs,10,,,,""
2024-03-02,EZ French Press,Triceps,20.0,kgs,14,,,,""
2024-03-02,Cable Lateral Raise,Side Delts,5.0,kgs,8,,,,""
2024-03-02,BTN Decline Crunch,Abs,87.1,kgs,12,,,,""
2024-03-02,Barbell Reverse Curl,Forearms,30.0,kgs,12,,,,""
2024-03-02,EZ French Press,Triceps,20.0,kgs,13,,,,""
2024-03-02,Cable Lateral Raise,Side Delts,5.0,kgs,8,,,,""
