Date,Exercise,Category,Weight,Weight Unit,Reps,Distance,Distance Unit,Time,Comment
2024-03-04,Overhead Press,Front Delt,60.0,kgs,7,,,,""
2024-03-04,Barbell Squat,Legs,100.0,kgs,7,,,,""
2024-03-04,Incline Seal Row,Back,85.0,kgs,5,,,,""
2024-03-04,Kneeling Cable Crunch,Abs,13.0,kgs,13,,,,""
2024-03-04,Incline Seal Row,Back,85.0,kgs,6,,,,""
2024-03-04,Kneeling Cable Crunch,Abs,13.0,kgs,11,,,,""
2024-03-04,Neck Curls,Neck,15.0,kgs,25,,,,""
2024-03-04,EZ-Bar Preacher Curl,Biceps,25.0,kgs,9,,,,""
2024-03-04,EZ French Press,Triceps,22.5,kgs,13,,,,""
2024-03-06,Smith Jm Press,Triceps,60.0,kgs,10,,,,""
2024-03-06,Chin Up,Back,107.8,kgs,5,,,,""
2024-03-06,Smith Jm Press,Triceps,60.0,kgs,10,,,,""
2024-03-06,Chin Up,Back,107.8,kgs,3,,,,""
2024-03-06,Bayes Curl,Biceps,4.0,kgs,15,,,,""
2024-03-06,Dips,Chest,102.8,kgs,10,,,,""
2024-03-06,Dips,Chest,102.8,kgs,6,,,,""
2024-03-06,Bayes Curl,Biceps,5.0,kgs,10,,,,""
2024-03-06,Cable Hammer Curl,Forearms,4.0,kgs,14,,,,""
2024-03-06,Cable Bar Overhead Extension,Triceps,10.0,kgs,15,,,,""
2024-03-06,BTN Decline Crunch,Abs,87.7,kgs,12,,,,""
2024-03-06,Cable Hammer Curl,Forearms,4.0,kgs,12,,,,""
2024-03-06,Cable Bar Overhead Extension,Triceps,11.0,kgs,10,,,,""
2024-03-06,BTN Decline Crunch,Abs,87.7,kgs,12,,,,""
2024-03-06,Cable Lateral Raise,Side Delts,4.0,kgs,15,,,,""
2024-03-06,Neck Extensions,Neck,10.0,kgs,25,,,,""
2024-03-06,Cable Lateral Raise,Side Delts,4.0,kgs,15,,,,""
2024-03-06,Neck Extensions,Neck,10.0,kgs,25,,,,""
2024-03-08,Single Leg Calf Press,Calves,190.0,kgs,16,,,,""
2024-03-08,Romanian Deadlift,Legs,130.0,kgs,9,,,,""
2024-03-08,Single Leg Calf Press,Calves,190.0,kgs,12,,,,""
2024-03-08,Single Leg Calf Press,Calves,190.0,kgs,12,,,,""
2024-03-08,Barbell Squat,Legs,100.0,kgs,7,,,,""
2024-03-08,Leg Extension Machine,Legs,50.0,kgs,19,,,,""
2024-03-08,Kneeling Cable Crunch,Abs,13.0,kgs,13,,,,""
2024-03-08,Kneeling Cable Crunch,Abs,13.0,kgs,12,,,,""
2024-03-08,Kneeling Cable Crunch,Abs,13.0,kgs,12,,,,""
2024-03-10,Chest Press,Chest,115.0,kgs,10,,,,""
2024-03-10,WG Pull Ups,Back,96.8,kgs,7,,,,""
2024-03-10,Chest Press,Chest,125.0,kgs,8,,,,""
2024-03-10,WG Pull Ups,Back,96.8,kgs,6,,,,""
2024-03-10,Chest Press,Chest,125.0,kgs,6,,,,""
2024-03-10,WG Pull Ups,Back,96.8,kgs,4,,,,""
2024-03-10,Cable RDF,Rear Delts,5.0,kgs,11,,,,""
2024-03-10,Cable RDF,Rear Delts,5.0,kgs,10,,,,""
2024-03-10,Machine Shoulder Press,Front Delt,92.5,kgs,8,,,,""
2024-03-10,Cable Lateral Raise,Side Delts,4.0,kgs,15,,,,""
2024-03-10,EZ French Press,Triceps,25.0,kgs,9,,,,""
2024-03-10,Barbell Reverse Curl,Forearms,30.0,kgs,12,,,,""
2024-03-10,Barbell Reverse Curl,Forearms,30.0,kgs,11,,,,""
2024-03-10,Cable Lateral Raise,Side Delts,4.0,kgs,15,,,,""
2024-03-10,EZ French Press,Triceps,25.0,kgs,11,,,,""
2024-03-12,Overhead Press,Front Delt,60.0,kgs,8,,,,""
2024-03-12,Barbell Squat,Legs,100.0,kgs,7,,,,""
2024-03-12,Cable Bar Overhead Extension,Triceps,10.0,kgs,13,,,,""
2024-03-12,Incline Seal Row,Back,85.0,kgs,6,,,,""
2024-03-12,Incline Seal Row,Back,85.0,kgs,5,,,,""
2024-03-12,Incline Seal Row,Back,85.0,kgs,5,,,,""
2024-03-14,Neutral Chin Up,Back,91.8,kgs,5,,,,""
2024-03-14,Smith Jm Press,Triceps,62.5,kgs,10,,,,""
2024-03-14,Neutral Chin Up,Back,96.8,kgs,5,,,,""
2024-03-14,Bayes Curl,Biceps,5.0,kgs,12,,,,""
2024-03-14,Dips,Chest,104.1,kgs,7,,,,""
2024-03-14,Bayes Curl,Biceps,5.0,kgs,10,,,,""
2024-03-14,Dips,Chest,104.1,kgs,7,,,,""
2024-03-14,Cable Bar Overhead Extension,Triceps,11.0,kgs,13,,,,""
2024-03-14,Cable Hammer Curl,Forearms,4.0,kgs,15,,,,""
2024-03-14,BTN Decline Crunch,Abs,89.3,kgs,12,,,,""
2024-03-14,Cable Hammer Curl,Forearms,4.0,kgs,15,,,,""
2024-03-14,BTN Decline Crunch,Abs,89.3,kgs,10,,,,""
2024-03-14,Cable Lateral Raise,Side Delts,4.0,kgs,15,,,,""
2024-03-16,Romanian Deadlift,Legs,130.0,kgs,10,,,,""
2024-03-18,Pendlay Row,Back,60.0,kgs,5,,,,""
2024-03-18,Pendlay Row,Back,80.0,kgs,5,,,,""
2024-03-18,Chest Press,Chest,125.0,kgs,9,,,,""
2024-03-18,Pendlay Row,Back,90.0,kgs,5,,,,""
2024-03-20,Overhead Press,Front Delt,62.5,kgs,6,,,,""
2024-03-20,Overhead Press,Front Delt,62.5,kgs,3,,,,""
2024-03-20,Overhead Press,Front Delt,62.5,kgs,3,,,,""
2024-03-20,Leg Press,Legs,140.0,kgs,10,,,,""
2024-03-20,Leg Press,Legs,160.0,kgs,10,,,,""
2024-03-20,Incline Seal Row,Back,85.0,kgs,6,,,,""
2024-03-20,Smith Split Squat,Legs,10.0,kgs,10,,,,""
2024-03-20,Incline Seal Row,Back,85.0,kgs,7,,,,""
2024-03-20,Kneeling Cable Crunch,Abs,13.0,kgs,14,,,,""
2024-03-20,Incline Seal Row,Back,85.0,kgs,6,,,,""
2024-03-20,Cable Bar Overhead Extension,Triceps,11.0,kgs,13,,,,""
2024-03-20,EZ-Bar Preacher Curl,Biceps,25.0,kgs,9,,,,""
2024-03-20,Kneeling Cable Crunch,Abs,13.0,kgs,12,,,,""
2024-03-20,Cable Bar Overhead Extension,Triceps,11.0,kgs,11,,,,""
2024-03-20,EZ-Bar Preacher Curl,Biceps,25.0,kgs,8,,,,""
2024-03-20,Neck Curls,Neck,17.5,kgs,21,,,,""
2024-03-22,Neutral Chin Up,Back,96.2,kgs,5,,,,""
2024-03-22,Smith Jm Press,Triceps,62.5,kgs,10,,,,""
2024-03-22,Neutral Chin Up,Back,98.7,kgs,5,,,,""
2024-03-22,Smith Jm Press,Triceps,62.5,kgs,8,,,,""
2024-03-22,Neutral Chin Up,Back,96.2,kgs,5,,,,""
2024-03-22,Bayes Curl,Biceps,5.0,kgs,13,,,,""
2024-03-22,Dips,Chest,103.7,kgs,8,,,,""
2024-03-22,Dips,Chest,103.7,kgs,5,,,,""
2024-03-22,Bayes Curl,Biceps,5.0,kgs,12,,,,""
2024-03-22,Cable Bar Overhead Extension,Triceps,11.0,kgs,13,,,,""
2024-03-22,Cable Hammer Curl,Forearms,5.0,kgs,8,,,,""
2024-03-22,Cable Bar Overhead Extension,Triceps,11.0,kgs,11,,,,""
2024-03-22,Cable Hammer Curl,Forearms,5.0,kgs,6,,,,""
2024-03-22,Cable Lateral Raise,Side Delts,5.0,kgs,9,,,,""
2024-03-22,BTN Decline Crunch,Abs,88.7,kgs,12,,,,""
2024-03-22,BTN Decline Crunch,Abs,88.7,kgs,12,,,,""
2024-03-24,Single Leg Calf Press,Calves,190.0,kgs,16,,,,""
2024-03-24,Single Leg Calf Press,Calves,190.0,kgs,13,,,,""
2024-03-24,Romanian Deadlift,Legs,140.0,kgs,5,,,,""
2024-03-24,Single Leg Calf Press,Calves,190.0,kgs,10,,,,""
2024-03-24,Romanian Deadlift,Legs,130.0,kgs,5,,,,""
2024-03-24,Leg Press,Legs,190.0,kgs,5,,,,""
2024-03-26,Chest Press,Chest,125.0,kgs,10,,,,""
2024-03-26,Pendlay Row,Back,80.0,kgs,5,,,,""
2024-03-26,Pendlay Row,Back,90.0,kgs,5,,,,""
2024-03-26,Chest Press,Chest,125.0,kgs,5,,,,""
2024-03-26,Pendlay Row,Back,90.0,kgs,5,,,,""
2024-03-26,Machine Shoulder Press,Front Delt,92.5,kgs,8,,,,""
2024-03-26,Neck Curls,Neck,17.5,kgs,22,,,,""
2024-03-26,Machine Shoulder Press,Front Delt,80.0,kgs,4,,,,""
2024-03-26,Barbell Upright Rows,Side Delts,30.0,kgs,10,,,,""
2024-03-26,Barbell Upright Rows,Side Delts,40.0,kgs,14,,,,""
2024-03-26,BTN Decline Crunch,Abs,88.7,kgs,12,,,,""
2024-03-26,BTN Decline Crunch,Abs,88.7,kgs,12,,,,""
2024-03-26,EZ French Press,Triceps,25.0,kgs,10,,,,""
2024-03-26,EZ French Press,Triceps,25.0,kgs,11,,,,""
2024-03-29,Overhead Press,Front Delt,62.5,kgs,5,,,,""
2024-03-29,Overhead Press,Front Delt,62.5,kgs,3,,,,""
2024-03-29,Overhead Press,Front Delt,50.0,kgs,5,,,,""
2024-03-29,Leg Press,Legs,190.0,kgs,7,,,,""
2024-03-29,Overhead Press,Front Delt,50.0,kgs,5,,,,""
2024-03-29,Leg Press,Legs,190.0,kgs,7,,,,""
2024-03-29,Incline Seal Row,Back,85.0,kgs,7,,,,""
2024-03-29,Incline Seal Row,Back,85.0,kgs,6,,,,""
2024-03-29,Smith Split Squat,Legs,10.0,kgs,10,,,,""
2024-03-29,Incline Seal Row,Back,85.0,kgs,6,,,,""
2024-03-29,Smith Split Squat,Legs,20.0,kgs,10,,,,""
2024-03-29,Incline Seal Row,Back,70.0,kgs,7,,,,""
2024-03-29,Cable Bar Overhead Extension,Triceps,11.0,kgs,14,,,,""
2024-03-29,EZ-Bar Preacher Curl,Biceps,25.0,kgs,10,,,,""
2024-03-29,Kneeling Cable Crunch,Abs,13.0,kgs,15,,,,""
